45.95,20.27,33.78,41.22,12.17,-8.30
31.63,36.73,31.63,40.71,0,-5.60
30.91,32.73,36.36,40.00,-5.45,0.31
27.78,25,47.22,37.32,-19.44,1.05
37.25,35.29,27.45,35.73,9.8,-1.36
35.14,26.13,38.74,33.18,-3.6,-0.27
30.3,28.79,40.91,33.16,-10.61,-4.48
43.75,25,31.25,35.34,12.5,-9.41
46.55,22.41,31.03,35.41,15.52,-12.76
63.51,14.87,21.62,39.40,41.89,-14.22
53.33,28.89,17.78,42.20,35.55,-12.59
51.76,29.41,18.82,45.20,32.94,-15.55
61.9,21.43,16.67,48.28,45.23,-15.01
49.35,22.08,28.57,50.06,20.78,-15.31
42.55,31.91,25.53,51.59,17.02,-17.00
30.51,47.46,22.03,49.93,8.48,-15.98
33.33,43.33,23.33,48.28,10,-16.76
30.38,36.71,32.91,44.14,-2.53,-20.49
40.74,40.74,18.52,42.57,22.22,-16.93
25.27,38.46,36.26,39.25,-10.99,-24.28
50,34.78,15.22,37.77,34.78,-25.17
29.52,32.38,38.1,35.29,-8.58,-30.05
36.36,27.27,36.36,34.51,0,-24.93
34.94,37.35,27.71,35.07,7.23,-26.33
35.42,27.08,37.5,35.33,-2.08,-20.86
34.48,34.48,31.03,35.84,3.45,-19.88
31.43,45.71,22.86,34.68,8.57,-19.03
30.34,35.96,33.71,35.31,-3.37,-17.72
26.67,36.67,36.67,32.40,-10,-16.76
31.08,24.32,44.59,32.59,-13.51,-12.47
51.11,26.67,22.22,34.43,28.89,-19.34
51.22,19.51,29.27,36.47,21.95,-22.72
47.37,24.56,28.07,37.96,19.3,-28.85
60.56,18.31,21.13,41.22,39.43,-19.88
55.88,26.47,17.65,44.28,38.23,-18.87
35,31.67,33.33,44.86,1.67,-18.07
34.62,23.08,42.31,45.86,-7.69,-17.54
45.45,21.21,33.33,47.65,12.12,-22.49
58.33,16.67,25,48.55,33.33,-20.53
69.33,10.67,20,50.82,49.33,-17.83
59.18,16.33,24.49,52.29,34.69,-19.32
61.4,24.56,14.04,52.40,47.36,-19.42
52.46,21.31,26.23,51.97,26.23,-22.17
57.69,15.38,26.92,54.81,30.77,-22.71
51.11,24.44,24.44,56.87,26.67,-24.96
54.79,23.29,21.92,58.04,32.87,-20.57
29.55,40.91,29.55,54.44,0,-18.57
34.69,34.69,30.61,50.11,4.08,-22.49
45.45,31.82,22.73,48.39,22.72,-22.98
37.5,39.58,22.93,45.41,14.57,-23.05
45.16,38.71,16.13,44.49,29.03,-25.86
36.36,38.18,25.45,41.83,10.91,-22.45
44.44,35.19,20.37,40.99,24.07,-26.88
53.33,31.11,15.55,40.81,37.78,-28.73
56.45,29.03,14.52,44.17,41.93,-30.32
53.23,35.48,11.29,46.49,41.94,-24.12
51.16,25.58,23.26,47.20,27.9,-23.99
40.48,39.29,20.24,47.58,20.24,-21.73
28.21,38.46,33.33,45.46,-5.12,-23.40
40.2,36.59,23.17,45.94,17.03,-21.86
36.67,40,23.33,44.97,13.34,-15.93
27.03,39.64,33.33,41.68,-6.3,-15.60
